"","RF","GBT"
"1",NA,NA
"2",-0.373535821695199,-0.376722269314988
"3",-1.2155907329211,-12.4269454802306
"4",0.0313293319104991,-0.224806391648228
"5",-0.0844382400104431,-8.79218866691122
"6",-0.00142687933510133,-0.10103035163632
"7",-2.14460630803152,-34.9160544970128
"8",-0.0321787640978006,-0.645399895668619
"9",-0.406764701415421,-3.32049182693374
"10",-1.60622421203221,-10.0243172139798
"11",0.179779813929462,-0.0376551672838186
"12",-0.552812032404363,-6.52118265613774
"13",-2.20943038612688,-36.2487548360286
"14",0.0331648172408789,-0.216716659224675
"15",0.308531941175214,-2.20388910194554
"16",-0.673856321587937,-0.928201852133894
"17",-0.02285969415296,-3.39278983463864
"18",0.0991113908294499,-0.35395987048066
"19",0.0201335072375728,-2.80887882168477
"20",-0.0127884267945084,-0.162169497399572
"21",-5.59739202652465,-45.6087736045685
"22",-1.02584076636844,-5.72444447595573
"23",0.0792009528614932,-0.583149774395396
"24",0.00978031108742261,0.0163277815442511
"25",-0.227639413491505,-8.95717163800264
"26",0.0534046084565801,-0.0427182916719835
"27",0.0338132912142345,-0.404455926833759
"28",0.0694966405993711,-0.268663547793466
"29",0.025508092960474,-0.0516512902107555
"30",0.0410572811260175,-0.537837709366138
"31",0.0704506176403336,-0.501661656746871
"32",-0.00996777223536527,-0.0527661831259081
"33",0.216075058723938,-3.8847838861109
"34",0.0461887024955142,-0.216439947194554
"35",0.247863800516956,-0.236602051373394
"36",0.0242743355683467,-4.05548877852494
"37",0.127049879844652,-0.517259319669421
"38",-0.232478160550751,-0.885123300668984
"39",-0.207246014300473,-0.297060773314066
"40",-1.17752780715624,-3.07339939891897
"41",0.0428196569598362,-0.074729964329058
"42",-3.81978571289382,-15.5628054780419
"43",-0.378778391646593,-1.67107828133955
"44",0.0832497966619573,-0.228349048860851
"45",-1.02934310179866,-8.90916993541873
"46",0.0952785420970835,-0.492049601095567
"47",-9.92171112840084,-137.503276520762
"48",-0.688316606048921,-7.73141240191399
"49",0.00729149402136853,-0.276451894583066
"50",-0.680010075531366,-2.31795423041181
"51",-2.01198171227973,-29.4108634397809
"52",-0.176654083850469,-1.1223578749427
"53",-0.954396276478258,-17.1620539034633
"54",-0.0230592405714303,-0.0687811209679114
"55",-0.148827356493808,-4.55698084535397
"56",-1.43103530938296,-19.7008137995696
"57",-1.08905390616652,-12.4928892501731
"58",0.0537609644447661,-0.332701523262237
"59",0.0755860344394185,-3.27688400509586
"60",0.423836252627592,-1.31042007529273
"61",-1.89224160012841,-0.605238110027774
"62",0.0862302433559405,-1.22352502337074
"63",-0.749885957524619,-1.20885788441044
"64",-1.1700831757747,-14.7711571713295
"65",-1.18662103901621,-11.5713886125113
"66",0.424012563275173,-2.05570595961559
"67",-0.146579410402973,-0.0351217811994953
"68",-3.98152888252886,-42.8664667084539
"69",-1.55286654820582,-8.59867772425698
"70",0.0877364879292278,-0.293953089461358
"71",-0.275617328576141,-4.41458821666788
"72",0.0361492859997704,-0.299303371874128
"73",0.0215507668744862,-3.05977368973513
"74",-0.049125864530446,-0.264551296058953
"75",-0.556287806795045,-10.5023249361081
"76",0.00646497144473102,-0.712931423813523
"77",0.0452751947201324,-0.398207536317563
"78",-0.262226285705907,-0.133468595391895
"79",0.0232058561438038,-0.0159788344491378
"80",-0.972768204439094,-5.28425299935693
"81",0.0547347110007459,-0.135867243586334
"82",-0.225968814114534,-4.00491472546931
"83",0.406640145685414,-0.434951598361141
"84",-0.873868654555426,-29.4249382272453
"85",-1.60498357421088,-15.875840831328
"86",-0.00727151592601949,-0.140044888239582
"87",-2.42393454812998,-15.2713294095348
"88",0.0230206396508544,-0.236240809323599
"89",-0.635985397825091,-7.94777130761568
"90",0.127812142559089,-0.0274436297663765
"91",-1.571244951355,-16.3849967286105
"92",0.0981605468854119,-0.121795347354291
"93",-0.344777792812915,-2.20992032408033
"94",0.0144804431819784,-0.0694171135034178
"95",-0.277745364210887,-0.246469280246799
"96",-0.682500358771584,-6.22256078531426
"97",-0.0415321536266462,-0.550633008994247
"98",-0.0208241763523749,-0.0523973205321095
"99",0.339471388202919,-0.138890213932567
"100",-0.104879013885631,-3.52315049698838
"101",0.0122939865795073,-0.0728530919826009
