"","RF","GBT"
"1",NA,NA
"2",0.5,0.614641744548287
"3",0.5,0.523233486943164
"4",0.5,0.583644859813084
"5",0.5,0.501711427066877
"6",0.5,0.490783410138249
"7",0.5,0.524086378737541
"8",0.5,0.527105921601334
"9",0.5,0.552823920265781
"10",0.497727272727273,0.648484848484848
"11",0.5,0.597350230414747
"12",0.497706422018349,0.522518765638032
"13",0.5,0.556465038845727
"14",0.5,0.540867579908676
"15",0.497695852534562,0.520929339477726
"16",0.5,0.585981308411215
"17",0.5,0.550498338870432
"18",0.5,0.519512910798122
"19",0.5,0.581565656565657
"20",0.5,0.54797507788162
"21",0.5,0.538584474885845
"22",0.5,0.553110328638498
"23",0.5,0.522518765638032
"24",0.5,0.588584474885845
"25",0.5,0.574084350721421
"26",0.5,0.536301369863014
"27",0.5,0.529452054794521
"28",0.5625,0.67618778280543
"29",0.5,0.569978632478632
"30",0.5,0.512998575498576
"31",0.5,0.564451827242525
"32",0.5,0.486111111111111
"33",0.5,0.488372093023256
"34",0.5,0.529202279202279
"35",0.5,0.524812343619683
"36",0.5,0.529399499582986
"37",0.5,0.571812596006144
"38",0.5,0.483644859813084
"39",0.5,0.490740740740741
"40",0.5,0.538629283489097
"41",0.5,0.606900452488688
"42",0.5,0.500623052959502
"43",0.5,0.493087557603687
"44",0.545454545454545,0.517931609674729
"45",0.5,0.584018264840183
"46",0.5,0.526887464387464
"47",0.5,0.519435215946844
"48",0.5,0.520929339477726
"49",0.5,0.544400452488688
"50",0.5,0.533986655546289
"51",0.5,0.47972972972973
"52",0.5,0.559800664451827
"53",0.5,0.498286604361371
"54",0.5,0.531735159817352
"55",0.5,0.523038441284887
"56",0.5,0.569978632478632
"57",0.5,0.592929292929293
"58",0.5,0.573854660347551
"59",0.497695852534562,0.525537634408602
"60",0.5,0.548415492957746
"61",0.5,0.516919191919192
"62",0.5,0.497674418604651
"63",0.5,0.514784053156146
"64",0.497695852534562,0.601958525345622
"65",0.5,0.528737541528239
"66",0.5,0.515260821309656
"67",0.5,0.48394495412844
"68",0.5,0.548415492957746
"69",0.5,0.562596006144393
"70",0.5,0.62890365448505
"71",0.5,0.599747474747475
"72",0.5,0.514818075117371
"73",0.5,0.469339622641509
"74",0.583333333333333,0.644245142002989
"75",0.5,0.54797507788162
"76",0.5,0.541919191919192
"77",0.5,0.57256046705588
"78",0.5,0.488425925925926
"79",0.538461538461538,0.560719373219373
"80",0.5,0.604638009049774
"81",0.533333333333333,0.538629283489097
"82",0.5,0.590656565656566
"83",0.5,0.590654205607477
"84",0.5,0.613479262672811
"85",0.5,0.486363636363636
"86",0.5,0.65284178187404
"87",0.5,0.529202279202279
"88",0.5,0.541337546076883
"89",0.5,0.519977802441731
"90",0.5,0.584028356964137
"91",0.497674418604651,0.519435215946844
"92",0.5,0.479357798165138
"93",0.5,0.521760797342193
"94",0.5,0.584028356964137
"95",0.5,0.548172757475083
"96",0.497727272727273,0.53510101010101
"97",0.5,0.472222222222222
"98",0.5,0.53510101010101
"99",0.5,0.481651376146789
"100",0.5,0.558404558404558
"101",0.5,0.636301369863014
